Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
4/10/2000,6/02/2001,Elkedra Close,159150,283,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
15/06/2000,27/07/2000,Limbunya Street,158000,2159,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Limbunya 
7/12/2000,1/03/2001,Elkedra Close,145000,490,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
30/03/2000,10/05/2000,Elkedra Close,144000,490,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
24/11/2000,15/01/2001,Walhallow Street,143000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Walhallow 
7/04/2000,5/05/2000,Epenarra Close,135500,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Epenarra 
10/03/2000,12/04/2000,Walhallow Street,135000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Walhallow 
2/08/2000,26/09/2000,Walhallow Street,135000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Walhallow 
31/10/2000,8/12/2000,Epenarra Close,134000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Epenarra 
28/02/2000,28/02/2000,Elkedra Close,134000,296,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
29/09/2000,23/10/2000,Murranji Street,133000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
25/07/2000,25/08/2000,Epenarra Close,132000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Epenarra 
3/02/2000,28/02/2000,Murranji Street,132000,484,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
30/03/2000,3/05/2000,Jinka Street,129950,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
25/01/2000,14/02/2000,Jinka Street,118000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
27/01/2000,28/02/2000,Elkedra Close,115000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
30/03/2000,11/05/2000,Hawker Place,110000,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2000,Place,Hawker 
20/06/2000,18/07/2000,Jinka Street,96666,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
1/02/2000,7/03/2000,Springvale Drive,85000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
21/09/2000,9/10/2000,Springvale Drive,84950,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
18/08/2000,27/09/2000,Springvale Drive,83500,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
22/12/2000,30/01/2001,Springvale Drive,83000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
18/07/2000,10/08/2000,Springvale Drive,80500,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
30/03/2000,11/05/2000,Hawker Place,80000,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2000,Place,Hawker 
23/03/2000,15/05/2000,Springvale Drive,80000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
20/11/2000,8/12/2000,Bonrook Street,79950,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Bonrook 
4/09/2000,6/11/2000,Beetaloo Street,78000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Beetaloo 
18/08/2000,28/09/2000,Beetaloo Street,77000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Beetaloo 
12/07/2000,18/08/2000,Bonrook Street,77000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Bonrook 
23/06/2000,8/08/2000,Bonrook Street,76500,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Bonrook 
27/03/2000,26/04/2000,Bonrook Street,74000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Bonrook 
17/03/2000,27/04/2000,Murranji Street,73500,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
4/10/2000,9/11/2000,Murranji Street,72000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
1/08/2000,29/09/2000,Springvale Drive,70000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
21/05/2000,21/06/2000,Springvale Drive,60000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
10/03/2000,10/03/2000,Murranji Street,60000,323,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
9/06/2000,9/06/2000,Epenarra Close,38334,334,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Epenarra 
1/08/2000,1/08/2000,Beetaloo Street,35000,7773,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Beetaloo 
14/08/2000,21/08/2008,Shandon Place,NA,840,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Shandon 
30/05/2000,3/10/2000,Belconnen Way,NA,1090,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Way,Belconnen 
22/10/2000,16/01/2001,Elkedra Close,NA,283,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2000,Close,Elkedra 
17/04/2000,20/06/2000,Murranji Street,NA,1047,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Murranji 
24/10/2000,24/10/2000,Ambalindum Street,NA,1326,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Ambalindum 
28/09/2000,28/09/2000,Jinka Street,NA,3531,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
12/03/2000,24/07/2000,Jinka Street,NA,7726,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
8/03/2000,8/12/2004,Tanumbirini Street,NA,1007,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Tanumbirini 
8/03/2000,30/06/2000,Springvale Drive,NA,4379,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
26/10/2000,26/10/2000,Beetaloo Street,NA,7773,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Beetaloo 
2/01/2000,16/08/2000,Woolner Circuit,NA,1127,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Woolner 
11/12/2000,11/12/2000,Marrakai Street,NA,1431,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Marrakai 
27/12/2000,4/09/2001,Jinka Street,NA,6071,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
4/12/2000,28/08/2001,Jinka Street,NA,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Jinka 
1/06/2000,1/06/2000,Kulgera Street,NA,825,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Kulgera 
2/02/2000,2/02/2000,Erldunda Circuit,NA,859,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Circuit,Erldunda 
31/05/2000,31/05/2000,Kulgera Street,NA,825,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Street,Kulgera 
27/10/2000,14/11/2000,Mainoru Place,NA,1572,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Place,Mainoru 
22/06/2000,22/06/2000,Springvale Drive,NA,2011,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2000,Drive,Springvale 
