Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
4/07/2003,7/08/2003,Beetaloo Street,150000,7773,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
6/03/2003,19/12/2003,Beetaloo Street,144000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
11/02/2003,25/03/2003,Beetaloo Street,143500,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
16/06/2003,4/08/2003,Springvale Drive,140000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
9/01/2003,5/02/2003,Beetaloo Street,139500,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Beetaloo 
12/03/2003,1/05/2003,Springvale Drive,130000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
29/09/2003,15/10/2003,Hawker Place,125000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
24/01/2003,6/03/2003,Murranji Street,125000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Murranji 
29/04/2003,12/09/2003,Springvale Drive,112000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
29/04/2003,12/09/2003,Springvale Drive,112000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
7/03/2003,8/04/2003,Hawker Place,105000,3750,Full transfer,"Office,professional suite",NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
27/06/2003,19/08/2003,Springvale Drive,105000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
10/07/2003,19/12/2003,Hawker Place,97500,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
10/07/2003,19/12/2003,Hawker Place,97500,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
12/12/2003,12/12/2003,Springvale Drive,81950,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
18/07/2003,18/08/2003,Hawker Place,57802,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2003,Place,Hawker 
12/12/2003,20/05/2004,Marqua Place,NA,464,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Place,Marqua 
15/10/2003,15/10/2003,Epenarra Close,NA,316,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Epenarra 
3/01/2003,3/01/2003,Tanumbirini Street,NA,1416,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Tanumbirini 
28/03/2003,28/03/2003,Moroak Street,NA,1163,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Moroak 
5/08/2003,5/05/2004,Walhallow Street,NA,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Walhallow 
17/12/2003,17/12/2003,Woolner Circuit,NA,1159,Full transfer,Single residential dwelling...,NA,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
10/02/2003,24/11/2003,Elkedra Close,NA,316,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
30/06/2003,NA,Springvale Drive,NA,NA,Full transfer,NA,14/05/2003,2,1,NA,0,1,2003,Drive,Springvale 
11/02/2003,11/02/2003,Jinka Street,NA,6092,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
1/10/2003,27/04/2004,Marqua Place,NA,386,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Place,Marqua 
8/02/2003,9/05/2003,Ambalindum Street,NA,2880,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Ambalindum 
24/02/2003,NA,Elkedra Place,NA,NA,Full transfer,NA,16/01/2003,3,1,NA,1,NA,2003,Place,Elkedra 
15/10/2003,15/10/2003,Springvale Drive,NA,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Drive,Springvale 
3/09/2003,19/01/2004,Jinka Street,NA,6092,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
23/11/2003,29/11/2004,Woolner Circuit,NA,467,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Circuit,Woolner 
17/07/2003,17/07/2003,Tanumbirini Street,NA,1172,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Tanumbirini 
24/07/2003,NA,Beetaloo Street,NA,0,Full transfer,NA,20/06/2003,2,1,NA,0,1,2003,Street,Beetaloo 
1/08/2003,NA,Alroy Circuit,NA,914,Full transfer,NA,3/07/2003,4,3,NA,0,2,2003,Circuit,Alroy 
16/01/2003,16/01/2003,Elkedra Close,NA,311,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2003,Close,Elkedra 
28/10/2003,23/08/2004,Jinka Street,NA,7726,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2003,Street,Jinka 
11/12/2002,22/04/2003,Marrakai Street,925000,2836,Full transfer,Single residential dwelling,27/09/2002,6,2,2,4,NA,2002,Street,Marrakai 
19/11/2002,11/02/2003,Mataranka Street,535000,980,Full transfer,Single residential dwelling,9/10/2002,5,2,1,2,NA,2002,Street,Mataranka 
23/03/2002,7/06/2002,Kurundi Place,530500,1807,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Kurundi 
24/12/2002,13/02/2003,Goodparla Street,500000,1093,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Goodparla 
27/11/2002,14/01/2003,Marrakai Street,490000,1371,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Marrakai 
15/08/2002,24/10/2002,Tanumbirini Street,485000,888,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Tanumbirini 
15/12/2002,10/03/2003,Alroy Circuit,475000,888,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Alroy 
27/03/2002,21/05/2002,Dungowan Street,474000,1346,Full transfer,Single residential dwelling,6/03/2002,4,1,1,4,1,2002,Street,Dungowan 
10/12/2002,17/02/2003,Woolner Circuit,470000,1044,Full transfer,Single residential dwelling,23/10/2002,4,1,1,0,1,2002,Circuit,Woolner 
11/06/2002,5/08/2002,Ambalindum Street,468000,1115,Full transfer,Single residential dwelling,27/02/2001,6,3,NA,2,NA,2002,Street,Ambalindum 
26/09/2002,21/10/2002,Moroak Street,460000,1219,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Moroak 
22/11/2002,3/01/2003,Erldunda Circuit,457000,911,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Erldunda 
11/06/2002,11/10/2002,Andado Place,450000,2189,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
2/11/2002,16/01/2003,Moroak Street,446000,1159,Full transfer,Single residential dwelling,3/10/2002,4,1,1,4,NA,2002,Street,Moroak 
16/04/2002,7/06/2002,Shandon Place,437500,1135,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Shandon 
18/12/2002,10/03/2003,Alroy Circuit,427000,790,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Alroy 
16/10/2002,20/12/2002,Florina Place,425000,1454,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Florina 
28/11/2002,4/03/2003,Delamere Street,417500,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Delamere 
29/11/2002,NA,Delamere Street,417500,NA,Full transfer,NA,15/11/2002,3,1,1,1,NA,2002,Street,Delamere 
20/03/2002,13/05/2002,Murranji Street,415000,1062,Full transfer,Single residential dwelling,20/01/2002,4,3,NA,2,2,2002,Street,Murranji 
22/01/2002,4/03/2002,Dungowan Street,415000,1170,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Dungowan 
16/08/2002,11/10/2002,Marrakai Street,411000,1144,Full transfer,Single residential dwelling,19/07/2002,3,1,1,2,NA,2002,Street,Marrakai 
21/01/2002,27/03/2002,Woolner Circuit,408000,997,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Woolner 
8/01/2002,20/02/2002,Mainoru Place,407500,1793,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Mainoru 
11/01/2002,1/03/2002,Mataranka Street,405000,1069,Full transfer,Single residential dwelling,26/10/2001,5,3,1,2,NA,2002,Street,Mataranka 
8/11/2002,29/11/2002,Delamere Street,400000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Delamere 
4/11/2002,16/12/2002,Kulgera Street,400000,914,Full transfer,Single residential dwelling,4/10/2002,4,1,1,1,NA,2002,Street,Kulgera 
2/09/2002,11/10/2002,Delamere Street,399950,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Delamere 
20/12/2002,7/03/2003,Mainoru Place,397500,1572,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Mainoru 
9/12/2002,10/03/2003,Alexandria Street,397000,1061,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Alexandria 
1/05/2002,20/06/2002,Andado Place,395000,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
28/06/2002,23/07/2002,Andado Place,394250,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
20/12/2002,4/03/2003,Kyabra Place,380000,1180,Full transfer,Single residential dwelling,31/10/2002,4,1,1,2,NA,2002,Place,Kyabra 
1/03/2002,27/03/2002,Woolner Circuit,376000,1204,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Woolner 
4/10/2002,20/12/2002,Tanumbirini Street,375000,1059,Full transfer,Single residential dwelling,25/09/2002,4,1,1,2,NA,2002,Street,Tanumbirini 
24/08/2002,18/10/2002,Rosewood Place,370000,863,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Rosewood 
5/02/2002,27/02/2002,Tanumbirini Street,368000,1038,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Tanumbirini 
4/09/2002,28/11/2002,Andado Place,365000,1239,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
5/04/2002,17/06/2002,Goodparla Street,365000,1295,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Goodparla 
13/12/2002,12/02/2003,Woolner Circuit,359000,1075,Full transfer,Single residential dwelling,9/10/2002,3,1,1,0,2,2002,Circuit,Woolner 
24/05/2002,26/06/2002,Elsey Street,350000,1017,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Elsey 
27/08/2002,27/09/2002,Alroy Circuit,342500,878,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Alroy 
23/07/2002,29/08/2002,Andado Place,332000,2189,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
22/08/2002,18/10/2002,Delamere Street,320000,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Delamere 
6/08/2002,9/10/2002,Undoolya Street,315000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Undoolya 
26/03/2002,27/05/2002,Mataranka Street,295000,952,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Mataranka 
22/10/2002,28/11/2002,Undoolya Street,294000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Undoolya 
5/07/2002,29/08/2002,Marqua Place,289950,431,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Marqua 
21/05/2002,30/07/2002,Springvale Drive,285000,1163,Full transfer,Single residential dwelling,21/01/2002,4,NA,1,1,NA,2002,Drive,Springvale 
8/02/2002,7/03/2002,Murranji Street,280000,878,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
22/03/2002,3/05/2002,Erldunda Circuit,280000,1060,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Erldunda 
6/12/2002,10/01/2003,Bonrook Street,279000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Bonrook 
5/12/2002,13/01/2003,Jinka Street,265000,7726,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
8/05/2002,6/08/2002,Belconnen Way,255000,1090,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Way,Belconnen 
10/12/2002,4/02/2003,Murranji Street,246000,322,Full transfer,Medium density dwelling,14/11/2002,2,1,1,1,NA,2002,Street,Murranji 
8/11/2002,6/12/2002,Elkedra Close,235000,548,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Elkedra 
1/08/2002,17/09/2002,Jinka Street,230000,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
19/11/2002,8/01/2003,Murranji Street,230000,777,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
9/08/2002,11/09/2002,Elkedra Close,230000,353,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Elkedra 
8/11/2002,6/12/2002,Walhallow Street,228000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Walhallow 
12/03/2002,9/04/2002,Marqua Place,222000,381,Full transfer,Medium density dwelling,13/06/2003,4,1,2,4,NA,2002,Place,Marqua 
4/04/2002,10/05/2002,Jinka Street,209000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
5/03/2002,11/04/2002,Epenarra Close,207000,302,Full transfer,Medium density dwelling,12/02/2002,3,2,1,1,NA,2002,Close,Epenarra 
8/04/2002,14/05/2002,Jinka Street,200000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
4/07/2002,15/08/2002,Elkedra Close,200000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Elkedra 
9/05/2002,3/06/2002,Epenarra Close,196000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Epenarra 
20/03/2002,3/05/2002,Jinka Street,193000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
23/05/2002,26/06/2002,Epenarra Close,185000,297,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Epenarra 
19/03/2002,22/03/2002,Hawker Place,185000,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
8/08/2002,10/09/2002,Gorrie Close,180000,279,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Gorrie 
29/01/2002,19/03/2002,Jinka Street,179500,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
17/01/2002,12/02/2002,Jinka Street,167750,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
10/07/2002,10/07/2002,Springvale Drive,165000,1778,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
24/01/2002,NA,Tanumbirini Street,164000,NA,Full transfer,NA,24/10/2001,3,1,NA,1,NA,2002,Street,Tanumbirini 
18/01/2002,7/06/2002,Murranji Street,146000,307,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
11/10/2002,9/01/2003,Springvale Drive,143500,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
24/05/2002,3/07/2002,Springvale Drive,140000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
12/09/2002,21/10/2002,Hawker Place,138645,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
12/09/2002,21/10/2002,Hawker Place,138645,3750,Full transfer,Consulting rooms,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
19/07/2002,27/09/2002,Springvale Drive,135000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
18/02/2002,27/03/2002,Beetaloo Street,130000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
20/06/2002,4/07/2002,Beetaloo Street,129000,5520,Full transfer,Multiple unit dwelling,28/05/2002,2,1,NA,0,1,2002,Street,Beetaloo 
30/10/2002,19/11/2002,Murranji Street,127000,5542,Full transfer,Multiple unit dwelling,2/10/2002,2,NA,NA,0,1,2002,Street,Murranji 
11/12/2002,7/01/2003,Beetaloo Street,126000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
26/06/2002,6/08/2002,Beetaloo Street,125000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
24/07/2002,3/10/2002,Springvale Drive,123000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
2/09/2002,11/10/2002,Bonrook Street,120950,3862,Full transfer,Multiple unit dwelling,5/06/2002,2,1,NA,0,1,2002,Street,Bonrook 
1/08/2002,24/10/2002,Beetaloo Street,120500,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
15/08/2002,21/10/2002,Beetaloo Street,120000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
9/08/2002,23/09/2002,Bonrook Street,120000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Bonrook 
1/05/2002,12/06/2002,Springvale Drive,119950,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
27/02/2002,21/05/2002,Springvale Drive,119000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
7/08/2002,26/08/2002,Bonrook Street,118500,3862,Full transfer,Multiple unit dwelling,5/07/2002,2,1,NA,0,1,2002,Street,Bonrook 
11/10/2002,12/12/2002,Beetaloo Street,118000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
16/09/2002,29/10/2002,Beetaloo Street,117500,5520,Full transfer,Multiple unit dwelling,15/08/2002,2,1,NA,0,1,2002,Street,Beetaloo 
25/07/2002,16/08/2002,Beetaloo Street,116500,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
5/07/2002,11/12/2002,Springvale Drive,116000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
1/02/2002,11/04/2002,Springvale Drive,116000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
5/04/2002,14/05/2002,Springvale Drive,115000,4017,Full transfer,Multiple unit dwelling,8/02/2002,2,1,NA,0,1,2002,Drive,Springvale 
14/10/2002,30/12/2002,Beetaloo Street,115000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
13/11/2002,9/12/2002,Beetaloo Street,112000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
29/04/2002,24/05/2002,Murranji Street,109000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
17/04/2002,9/08/2002,Beetaloo Street,108000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
31/05/2002,20/06/2002,Springvale Drive,108000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
15/02/2002,7/03/2002,Springvale Drive,105000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
5/04/2002,13/05/2002,Murranji Street,102000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
6/02/2002,12/03/2002,Springvale Drive,101000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
11/03/2002,24/04/2002,Murranji Street,100000,5542,Full transfer,Multiple unit dwelling,20/12/2001,2,1,NA,0,1,2002,Street,Murranji 
5/12/2002,30/12/2002,Hawker Place,100000,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
24/01/2002,12/03/2002,Beetaloo Street,100000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
6/02/2002,27/02/2002,Beetaloo Street,100000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
6/02/2002,13/05/2002,Springvale Drive,98000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
1/03/2002,26/04/2002,Murranji Street,97000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
11/03/2002,25/03/2002,Springvale Drive,97000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
28/02/2002,13/05/2002,Springvale Drive,93000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
15/01/2002,23/05/2002,Beetaloo Street,92000,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Beetaloo 
30/11/2002,8/01/2003,Springvale Drive,91000,4379,Full transfer,Multiple unit dwelling,8/11/2002,1,NA,NA,0,1,2002,Drive,Springvale 
13/09/2002,13/11/2002,Springvale Drive,90000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Drive,Springvale 
28/11/2002,28/11/2002,Murranji Street,87500,287,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
16/09/2002,23/10/2002,Hawker Place,84000,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
16/09/2002,23/10/2002,Hawker Place,84000,447,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2002,Place,Hawker 
5/06/2002,19/08/2002,Elkedra Close,80000,320,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Elkedra 
15/10/2002,3/01/2003,Andado Place,31600,1808,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Andado 
29/03/2002,3/05/2002,Elkedra Close,NA,472,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Elkedra 
12/04/2002,19/07/2002,Woolner Circuit,NA,968,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Woolner 
24/05/2002,27/05/2002,Epenarra Close,NA,334,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Close,Epenarra 
13/05/2002,13/01/2003,Ambalindum Street,NA,1227,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Ambalindum 
29/08/2002,22/11/2002,Marqua Place,NA,390,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Place,Marqua 
7/02/2002,26/03/2002,Elsey Street,NA,1246,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Elsey 
25/04/2002,16/08/2002,Walhallow Street,NA,327,Partial transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Walhallow 
14/11/2002,NA,Beetaloo Street,NA,NA,Full transfer,NA,11/09/2002,2,1,NA,1,NA,2002,Street,Beetaloo 
14/02/2002,10/12/2003,Jinka Street,NA,6092,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Jinka 
29/10/2002,12/01/2005,Kulgera Street,NA,859,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Kulgera 
1/03/2002,14/06/2002,Alroy Circuit,NA,940,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Alroy 
13/03/2002,16/07/2002,Tanumbirini Street,NA,1445,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Tanumbirini 
19/07/2002,28/11/2002,Murranji Street,NA,919,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Street,Murranji 
23/06/2002,12/12/2002,Erldunda Circuit,NA,963,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2002,Circuit,Erldunda 
28/08/2002,NA,Alroy,NA,NA,Full transfer,NA,12/06/2002,4,1,1,2,NA,2002,Circuit,Alroy
2/11/2001,12/02/2002,Marrakai Street,685000,3397,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Marrakai 
10/11/2001,8/03/2002,Elsey Street,605000,1884,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Elsey 
23/10/2001,19/12/2001,Marrakai Street,560000,1649,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Marrakai 
7/12/2001,7/12/2001,Andado Place,480000,4834,Full transfer,Multi unit development (res...,NA,NA,NA,NA,NA,NA,2001,Place,Andado 
3/08/2001,13/09/2001,Murranji Street,440000,997,Full transfer,Single residential dwelling,25/10/2000,6,4,NA,3,NA,2001,Street,Murranji 
9/03/2001,13/07/2001,Ambalindum Street,425000,1189,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Ambalindum 
30/05/2001,23/07/2001,Goodparla Street,425000,1250,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Goodparla 
7/11/2001,11/02/2002,Andado Place,415000,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Andado 
22/09/2001,8/03/2002,Tanumbirini Street,407000,1425,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Tanumbirini 
15/12/2001,8/02/2002,Tanumbirini Street,406000,1317,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Tanumbirini 
26/11/2001,12/02/2002,Andado Place,400000,4834,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2001,Place,Andado 
3/09/2001,1/11/2001,Moroak Street,395000,1184,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2001,Street,Moroak 
11/01/2001,24/04/2001,Woolner Circuit,395000,1159,Full transfer,Single residential dwelling...,NA,NA,NA,NA,NA,NA,2001,Circuit,Woolner 
